#compound	T00h	T02h	T06h	T12h	T18h	T24h
C11997	0.8471	0.2167	0.2469	-0.5798	-0.3581	0.2220
C11998	0.2263	0.0468	-0.0659	0.5262	0.2254	-0.0394
C11999	-0.3206	0.0206	-0.2302	-0.2163	0.2715	0.0170
C12000	-0.4548	0.0643	0.1911	0.0142	0.0889	0.1380
C12001	0.1740	0.0640	-0.1225	-0.0591	0.0870	0.4183
C12002	-0.0668	0.0353	-0.1598	0.2360	0.0679	0.3213
C12003	-0.0149	0.1472	0.6283	-0.1555	0.1347	0.3409
C12014	-0.2896	0.3518	0.5737	0.1334	-0.0664	0.1945
C12023	-0.1909	0.1392	-0.5735	0.1575	-0.2976	-0.0516
C12049	-0.0331	-0.0095	-0.0435	0.0528	0.2514	-0.4671
C12083	-0.4602	-0.3058	-0.0173	0.0901	0.0223	0.2457
C12112	-0.1790	-0.4575	0.2738	0.0122	-0.3397	-0.4050
C12115	0.0296	0.3579	0.3837	-0.0928	-0.8197	-0.1633
C12126	0.7473	1.9942	1.5634	1.7925	2.5430	2.3355
C12137	0.2905	0.3198	0.5064	-0.0996	0.0066	0.2475
C12144	1.2854	1.1078	1.7914	2.0072	2.0782	2.8177
C12145	1.0596	1.5096	2.1604	1.5889	1.8706	2.1363
C12147	0.5639	1.2595	1.3083	1.5736	0.9259	0.9670
C12203	0.4139	-0.7603	0.8350	-0.2583	0.3977	-0.0632
C12204	-0.2976	0.0530	0.6193	0.1311	0.0823	0.3050
C12210	0.2238	-0.5141	0.0490	0.3976	0.7999	-0.3820
C12211	0.1748	-0.3161	0.0172	0.5308	-0.2309	0.6266
C12212	-0.4698	-0.8516	0.5942	-0.0067	0.7719	0.4254
C12213	0.2160	0.3974	0.1476	0.5898	-0.1368	0.0370
C12248	0.7636	0.1841	-0.1692	0.2974	-0.0039	0.1456
C12270	0.0643	-0.3416	-0.4251	-0.3430	-0.1246	0.1727
C12271	0.1281	-0.7397	0.0071	0.9105	0.4930	-0.5034
C12272	0.1982	0.1448	0.5881	0.8157	-0.0692	-0.3278
C12283	0.0758	-0.5290	0.1605	0.6038	0.3794	0.1276
C12284	-0.1345	-0.3848	-0.3066	-0.2296	-0.0739	0.2869
C12285	-0.2465	0.1483	0.1291	0.3713	-0.4185	0.0053
C12312	-0.2328	-0.0973	0.1293	-0.6808	-0.0067	0.2750
C12318	-0.1245	0.4667	-0.1013	0.4004	-0.2046	0.0122
C12319	-0.4999	-0.0793	0.3922	-0.5666	0.0210	-0.1007
C12320	0.0601	0.1566	-0.0564	0.4944	-0.3113	-0.1819
C12321	-0.1517	0.3931	-0.3511	-0.0097	-0.0825	0.0971
C12322	0.4542	0.4666	0.6276	-0.3193	-0.3769	0.1892
C12323	-0.1925	-0.1467	0.0890	0.2598	-0.3579	-0.0408
C12348	0.0627	0.1635	0.0393	0.2484	-0.0130	-0.5003
C12354	-0.2680	-0.1970	0.1590	0.6448	0.0706	-0.1087
C12366	-0.4709	0.3171	0.2999	0.4461	-0.0295	0.0233
C12367	0.3589	0.0716	-0.4359	-0.2452	-0.1906	-0.6436
C12368	0.2411	-0.2455	0.0018	-0.1958	0.2652	-0.1485
C12369	-0.7652	0.2926	-0.4606	-0.1342	0.3893	0.0641
C12370	-0.1052	0.1024	-0.4273	-0.4260	-0.3392	0.2288
C12371	-0.4335	-0.1915	-0.0624	0.0282	-0.1423	-0.6428
C12378	-0.0784	0.1962	0.2284	-0.2770	-0.2724	0.5127
C12379	0.0624	0.2146	-0.1611	-0.2207	0.2979	0.3678
C12381	0.3370	0.5066	0.4927	0.0496	-0.3931	-0.8358
C12382	0.1624	-0.3126	-0.2030	0.3822	0.3081	-0.3381
C12383	0.4152	0.1050	0.1939	-0.2171	-0.0155	-0.2767
C12384	-0.6261	-0.1209	0.2325	-0.4329	-0.2173	0.3340
C12385	-0.0223	0.1817	0.1263	0.6064	0.2260	-0.3514
C12386	0.1539	-0.1763	0.4684	0.3661	0.1286	0.1004
C12387	-0.6372	0.0358	0.3126	-0.6123	-0.1099	-0.5176
C12388	-0.1390	0.1906	0.5528	-0.1543	0.0238	-1.0159
C12389	0.2195	0.1604	0.2588	-0.1090	0.4840	-0.7736
C12415	-0.3093	-0.4868	0.0045	-0.2883	-0.1213	0.5522
C12416	0.0864	-0.1179	0.5321	-0.0240	-0.0434	0.4142
C12420	-0.0360	0.4063	-0.3308	-0.0120	-0.0416	0.1295
C12421	-0.6856	0.1452	-0.1971	-0.0910	-0.2008	0.5561
C12422	-0.4222	0.8529	-0.2415	-0.2345	-0.2560	0.1664
C12423	-0.0789	0.3203	0.2955	0.1635	1.0571	0.0706
C12424	0.7504	1.0250	0.4067	1.3966	1.4001	1.1295
C12434	0.3157	0.1450	0.0385	0.0870	-0.2088	-0.1318
C12435	-0.1479	-0.3192	-0.0702	-0.4689	0.2945	0.5988
C12436	0.1335	0.1084	0.1987	-0.3619	0.3235	-0.7937
C12441	0.0448	-0.1965	0.2446	-0.4431	0.0402	-0.0375
C12442	-1.0246	-0.3364	0.5254	0.4577	-0.1763	-0.4983
C12448	-0.4512	0.1035	-0.4477	0.7488	-0.3893	-0.0778
C12455	0.2318	-0.1566	0.2091	-0.8016	-0.3688	0.3232
C12461	0.4815	0.2143	-0.2545	-0.5596	0.4389	1.2000
C12462	0.1443	0.3823	0.1833	-0.9785	0.4687	0.4944
C12463	0.2909	-0.3396	-0.6753	-0.3604	0.2967	0.3620
C12467	-0.3123	0.1482	0.4125	0.3297	-0.1767	0.4264
C12468	0.0973	0.1391	0.2171	-0.2141	0.1900	0.0968
C12470	0.2036	-0.6655	-0.2047	0.1344	0.1017	-0.2011
C12474	-0.3105	0.2751	0.6385	0.4124	-0.2836	0.3496
C12475	-0.2377	-0.1235	-0.3279	0.1284	-0.1668	-0.0988
C12476	1.3890	-0.2370	0.0500	0.2002	-0.1520	-0.2059
C12481	-1.0586	-1.0244	-0.8553	-0.6999	-1.0952	-0.9863
C12483	-0.0202	0.2207	-0.3076	-0.4309	-0.2364	0.2420
C12491	0.6115	0.7014	0.8074	0.9940	1.1418	1.2830
C12505	0.3449	-0.2034	0.5964	-0.2152	-0.3408	0.1125
C12560	-0.0862	0.1587	-0.1226	0.5569	-0.4881	-0.4756
C12621	0.2137	-0.3782	-0.1788	-0.1857	-0.3620	0.1792
C12622	0.2595	-0.5987	-0.0940	-0.2024	0.1432	0.2319
C12623	-0.5540	-0.2934	0.2225	0.2761	0.0377	0.1209
C12624	0.0718	-0.0023	-0.1700	-0.5876	-0.2505	0.5012
C12631	-0.0540	-0.6587	-0.7965	0.2868	0.0176	-0.5351
C12650	0.1983	-0.1702	-0.4148	-0.3924	0.2278	0.1244
C12673	0.7704	-0.2224	0.1516	-0.0427	0.0126	0.2933
C12739	0.3847	-0.2374	0.0799	-0.6685	0.2148	0.2030
C12831	-0.7013	0.5587	-0.2083	-0.1632	0.1465	-0.2732
C12832	0.2153	0.0158	0.0860	0.3366	-0.2653	0.2820
C12833	-0.0899	-0.0180	-0.2087	-0.1432	-0.1804	-0.3800
C12834	0.0664	0.5312	0.2605	0.0596	-0.3167	-0.0935
C12835	0.2762	-0.0867	-0.1529	0.6467	-0.1231	-0.4080
C12836	-0.2189	0.3912	0.4855	0.1119	0.1964	-0.2333
C12981	-0.1625	0.2727	0.1790	0.0424	0.6247	-0.0216
C13050	0.6927	1.0934	1.3957	1.5804	1.4120	1.5799
C13051	0.2492	0.7695	-0.0860	0.5240	-0.7624	1.2424
C13202	-0.4168	0.2806	0.6130	-0.6125	-0.4387	-0.3855
C13252	0.1102	-0.5180	0.3790	-0.5513	0.2619	0.2254
C13309	0.2437	-0.8633	-0.0285	-0.5762	0.3679	0.1604
C13431	0.5541	0.2753	-0.9332	-0.2831	0.0716	-0.0266
C13433	-0.0760	0.0579	-0.7761	-0.9902	-0.2658	0.4424
C13453	-0.6613	-0.0505	-0.7715	0.0150	0.0260	-0.0881
C13455	-1.2772	-0.6579	-0.0497	-0.2359	-0.2293	-0.2328
C13482	-0.2241	-0.0138	-0.7431	-0.3704	0.4416	0.2415
C13508	0.0798	-0.6187	-0.3726	0.6783	-0.7252	0.0654
C13550	1.3410	0.5406	1.2496	3.0230	2.3145	2.8708
C13624	-0.0080	0.5681	-0.0020	-0.3510	0.3395	0.4083
C13629	0.2127	-0.0296	0.0418	-0.1515	0.5349	-0.2083
C13632	-0.3859	-0.1442	0.0520	0.2113	0.1511	-0.5712
C13636	0.4858	-0.0378	-0.3585	-0.3429	0.0807	0.3936
C13712	-0.4325	-0.5113	0.4815	0.3530	-0.0098	-0.1061
C13713	-0.5318	0.5249	-0.0379	-0.3119	-0.2748	0.1471
C13747	-0.3010	0.2107	0.2204	-0.1915	-0.1869	-0.5030
C13768	1.7410	1.5882	2.2823	2.0788	1.9002	2.4911
C13809	-0.2191	0.4126	-0.3176	-0.3968	-0.5030	0.1001
C13856	-0.1337	-0.1100	0.8634	-0.0846	0.8231	-0.1291
C13952	1.1651	1.4333	1.8080	1.6300	2.3398	2.2134
C14039	0.9562	0.1053	-0.0096	-0.1227	0.3474	-0.0152
C14040	-0.1627	0.1248	-0.2291	0.5314	-0.6895	-0.0352
C14131	0.4294	0.0932	0.1464	0.1159	-0.2056	-0.3131
C14143	-0.0822	-0.4801	0.0908	-0.0430	-0.5069	-0.5141
C14144	-0.1416	-0.5829	-0.0190	0.2517	0.0715	0.4923
C14145	-0.2115	-0.0313	0.1485	0.3572	-0.4088	0.8884
C14151	-0.2672	0.2421	-0.2300	0.1155	-0.2002	0.2599
C14152	-0.1781	-0.6383	-0.2459	0.4024	-0.0347	-0.2974
C14153	-0.0882	0.2392	-0.1875	-0.5413	-0.7454	-0.0118
C14154	-0.4671	0.2005	-0.5982	-0.5638	0.4329	-0.1473
C14155	0.3583	0.1703	-0.0194	-0.0814	-0.0319	0.2903
C14156	-0.0838	-0.1146	-0.3700	0.0616	-0.4217	-0.1026
C14179	-0.3625	-0.5188	-0.0891	-0.5622	-0.0492	-0.0762
C14180	-0.0549	-0.2805	0.1216	-0.2800	-0.1454	0.1517
C14209	0.0274	-0.3927	-0.0365	-0.3699	-0.3810	0.6363
C14240	0.0267	-0.2246	-0.0366	-0.0973	0.1495	-0.2800
C14279	-0.0164	0.1619	0.5619	-0.8044	-0.9428	-0.0504
C14315	-0.6191	0.0849	-0.0036	0.3987	0.1358	0.3348
C14453	-0.3786	-0.5164	-0.0705	0.2197	-0.1923	0.3843
C14463	-0.1786	0.5452	0.1729	0.1282	-0.2816	-0.0334
C14556	0.1499	-0.1401	-0.5930	-0.1797	-0.0746	0.0411
C14573	-0.4193	-0.5116	-0.4819	-0.2641	0.3533	0.4737
C14592	0.0038	0.6276	-1.0825	-0.6895	-0.1074	0.0119
C14610	-0.7243	-0.2963	-0.5046	-0.3372	-0.0987	0.2932
C14701	-0.0212	0.0451	-0.5008	-0.1926	0.3559	-0.4610
C14704	-0.1018	0.5204	0.2701	-0.6687	0.5828	-0.5106
C14717	-0.4170	0.4135	-0.1074	0.6535	-0.0507	-0.3031
C14732	0.1064	0.1313	-0.2913	0.3689	0.1038	-0.3054
C14748	-0.0116	-0.1739	0.3409	-0.1375	0.0719	0.1555
C14749	0.7045	0.4958	0.1081	-0.2600	-0.4738	0.5584
C14762	0.3816	-0.7323	-0.6338	0.2954	-0.3744	0.5344
C14765	-0.6752	0.1187	0.3006	-0.5010	-0.5068	-0.0833
C14766	-0.2892	-0.6186	-0.0721	-0.1385	-0.3663	0.0567
C14767	-0.0845	-0.1498	-0.2656	-0.3071	-0.4261	0.6908
C14768	1.0117	0.1487	0.7157	-0.1729	0.4806	-0.0327
C14769	0.0781	-0.1495	-0.0762	0.3117	0.0102	-0.0333
C14770	-0.0910	0.0430	0.1014	0.5965	-0.5569	-0.1660
C14771	-0.0833	0.4179	0.5533	0.3420	-0.1432	0.0836
C14772	0.5687	1.0438	1.3873	0.8208	1.3606	1.4850
C14773	0.1633	-0.1528	-0.1949	0.0687	-0.5394	-0.2411
C14774	0.2875	-0.4136	-0.1361	0.6380	0.5373	0.1728
C14775	0.1796	0.3075	0.0976	-0.0923	-0.5243	0.7304
C14776	0.6659	-0.5378	-0.6272	0.1473	0.2428	0.1905
C14777	-0.0722	0.2057	-0.3321	-0.1414	0.0495	-0.0824
C14778	-0.2165	-0.1684	0.0075	0.0997	-0.1931	-0.1964
C14779	0.1341	-0.2470	0.4066	-0.2880	0.4090	0.4528
C14780	0.1411	-0.1213	-0.3535	-0.2109	-0.2157	0.2930
C14781	-0.9174	-0.6751	-0.9033	-1.1605	-0.9870	-1.2313
C14782	0.0738	0.3726	-0.2447	-0.0275	0.2357	-0.3034
C14783	-0.4049	0.3584	-0.1055	-0.1611	-0.4972	-0.5800
C14784	0.4135	0.3677	0.8081	0.2761	-0.0197	0.3217
C14785	-0.1626	-0.5146	0.4771	0.4667	0.1699	0.2309
C14786	0.4570	0.0745	0.2010	0.5535	0.0155	0.0683
C14787	-0.2625	-0.4796	-0.2983	0.0796	0.3251	0.1089
C14788	-0.0288	-0.6858	0.1220	0.3470	-0.1621	-0.0238
C14789	0.8189	-0.1531	-0.0145	0.2645	-0.0257	0.0215
C14790	0.2223	-0.2475	0.2814	-0.1522	-0.1969	0.2390
C14791	-0.1401	0.0136	0.0893	-0.1636	-0.0220	0.1635
C14792	-0.0036	-0.0271	-0.5647	-0.1070	-0.1472	-0.4475
C14793	-0.6176	-0.1991	-0.4328	-0.5914	-0.6470	0.0089
C14794	0.3860	0.5338	0.0425	-0.0346	0.5439	-0.1287
C14795	0.0901	-0.1154	-0.0451	0.0720	-0.4310	0.1267
C14796	-0.1641	0.3151	-0.3763	0.1326	0.1243	0.2294
C14797	0.4085	0.0485	0.2964	-0.0262	0.0333	0.0407
C14798	-0.1109	0.0497	-0.6284	0.4001	0.0097	-0.6700
C14799	0.4108	0.2333	-0.1878	-0.1846	0.0042	0.1533
C14800	0.4810	-0.3023	-0.1839	0.1119	-0.1667	0.2459
C14801	0.3009	0.4042	0.3319	0.2743	0.0627	0.2549
C14802	0.1214	-0.3762	0.1174	-0.4857	0.1742	-0.3530
C14803	0.3996	-0.2440	-0.2015	0.0288	0.1057	0.6891
C14804	-0.0707	-0.9361	-1.2266	-0.6251	-1.2227	-1.2247
C14805	-0.6604	-0.7844	-0.1030	0.0627	0.1302	-0.2751
C14806	0.2889	-0.3232	0.0667	0.4423	0.6553	0.2184
C14807	-0.6651	-0.6578	-0.4969	-1.2466	-1.1515	-1.3730
C14808	-0.6112	-0.2190	0.1709	0.3886	0.3550	-0.6843
C14809	0.0035	-0.0510	0.8075	0.3154	0.2629	-0.0283
C14810	0.1515	0.2934	0.2069	-0.3012	-0.2220	0.1149
C14811	0.4588	0.0610	-0.4949	-0.3230	0.0265	-0.3396
C14812	-0.6031	-0.4820	-0.3513	0.3698	0.0448	-0.1173
C14813	-0.3331	-0.1195	0.3112	-0.2358	0.1380	-0.1611
C14814	-0.2313	-0.3580	0.0105	-0.1253	-0.1845	-0.0501
C14815	-0.4390	-0.3853	-0.6401	-0.6449	-1.0317	-1.8014
C14818	0.0921	0.0976	0.0465	-0.0991	-0.0767	-0.5903
C14819	1.1743	1.0139	1.6178	2.5232	2.8337	2.1233
C14820	-0.1653	-0.2634	-0.1474	-0.0636	0.2873	0.3896
C14821	-0.3958	-0.7390	0.0456	0.0847	-1.0219	-0.1555
C14822	-0.4218	-0.5758	-0.1594	0.1423	-0.0574	-0.7431
C14823	-0.0549	0.6514	0.2746	-0.6136	-0.5421	-0.6778
C14824	0.8593	0.8775	0.5191	1.0937	1.3797	1.3352
C14825	-0.2609	-0.1481	-0.0093	0.0526	0.0287	0.3753
C14826	-0.4251	0.6220	-0.4367	-0.3714	-0.0367	-0.0577
C14827	-0.0448	-0.2034	-0.3185	-0.1066	-0.0992	-0.1972
C14828	-0.2661	0.3365	0.4265	-0.3673	-0.2355	0.6341
C14829	-0.9414	0.1224	-1.2137	-0.8412	-1.2867	-1.1598
C14831	-0.5635	-1.0134	-1.0796	-0.8052	-1.1182	-1.0335
C14832	0.1034	0.1289	-0.8061	-0.3557	-0.3323	-0.1455
C14833	0.3503	-0.1440	-0.7210	0.1717	0.0482	-0.2759
C14834	0.4137	-0.3117	-0.6242	0.3868	-0.0955	0.0800
C14835	-0.5045	0.0803	-0.1624	-0.4146	0.6316	0.0564
C14836	0.5894	0.9584	0.5507	1.2230	1.0071	1.3020
C14837	-0.1557	0.0417	0.0054	0.3143	-0.0444	-0.0480
C14839	-0.4481	-0.1492	-0.3128	-0.4651	0.1469	0.6853
C14840	-0.7382	-0.2666	-0.0904	-0.2082	0.6358	-0.4050
C14841	0.1568	0.0762	0.2112	0.1237	-0.0310	-0.6856
C14842	-0.0138	0.4298	-0.1618	-0.9017	0.3276	-0.1290
C14843	-0.3433	0.6235	0.0146	-0.4886	0.1845	-0.2405
C14844	-0.1347	-0.1979	-0.0408	0.0812	-0.3410	0.0967
C14845	-0.7516	-0.3133	0.0537	0.3730	0.3731	0.1685
C14846	-0.2739	0.5326	-0.0714	-0.2799	0.0572	0.3326
C14847	0.2616	-0.2262	-0.1035	-0.1354	0.4714	0.2840
C14848	-0.4241	0.6680	-0.4342	-0.1848	0.3067	-0.1553
C14849	1.1463	0.8286	0.9335	1.0062	1.6960	1.1999
C14850	-0.1439	-0.1111	-0.7364	0.4059	0.4831	-0.2926
C14851	0.0047	0.4590	0.0465	-0.2767	0.4016	0.1097
C14852	-0.2449	-0.1444	0.2930	-0.3849	0.0998	-0.1029
C14853	-0.0354	-0.3521	0.0818	-0.0033	-0.2293	0.2955
C14854	-0.2434	0.4875	-0.3874	-0.2413	-0.2053	-0.3737
C14855	-0.3481	-0.3131	0.1777	0.0421	-0.2295	0.0099
C14856	0.1012	-0.0032	0.3589	0.4103	-0.4441	-0.2834
C14857	0.0105	0.0059	0.0848	-0.1876	0.1018	0.2720
C14858	-0.1011	0.0271	-0.5998	-0.6119	0.5931	-0.3722
C14859	-0.7404	-0.8494	-1.1559	-1.1372	-1.0332	-1.0225
C14860	-0.4019	0.2623	0.4150	0.1024	-0.0988	0.3157
C14861	0.3513	-0.4213	-0.3915	-0.0280	0.3235	0.5920
C14862	-0.8138	-0.0410	-0.2532	0.1017	0.5283	0.0381
C14863	0.1582	0.2402	0.1630	0.1162	-0.0543	-0.3688
C14864	-0.0561	-0.3704	-0.3420	0.5881	0.1981	-0.3366
C14865	0.3469	-0.8389	-0.1676	-0.1312	0.4596	0.5890
C14866	0.5029	0.1139	-0.0543	0.2551	-0.3354	0.0298
C14867	-0.6689	-0.1424	0.1994	1.0173	-0.2486	0.3448
C14868	-0.3959	-0.0817	-0.3878	-0.0652	-0.3979	-0.1238
C14869	-0.4764	0.0473	0.1561	0.2768	0.0040	-0.6119
C14870	-0.4001	0.0663	-0.3265	0.2347	0.2039	-0.0658
C14871	-0.1282	-0.0972	-0.3461	-0.2845	0.4717	0.1554
C14872	0.3972	0.0850	-0.1264	0.1597	-0.0023	0.1153
C14873	-0.0120	0.3013	0.3282	0.1086	0.1314	-0.3637
C14874	-0.9019	-0.3231	0.2297	-0.3787	-0.0373	-0.1586
C14875	-0.1286	0.0353	-0.5085	-0.2567	0.4858	0.1056
C14876	-0.3775	0.5811	-0.4115	-0.6353	0.1078	-0.0839
C14877	-0.1646	-0.0968	0.3409	0.2243	-0.1552	-0.2358
C14899	0.4808	-0.0642	-0.1898	-0.6211	-1.1682	-0.0434
C14909	-0.3825	-0.8836	-0.6725	-1.5133	-1.2164	-0.8752
C15231	-0.1901	-1.1587	-0.6230	-0.7738	-1.1108	-1.7855
C15485	0.2230	-0.6563	-0.3685	-0.3943	-0.3195	-0.2763
C15486	-0.3369	-0.4743	-0.5368	0.0641	0.4772	0.2688
C15492	-0.2902	-0.4935	-0.2573	-0.0953	0.1029	-0.0411
C15493	-0.9783	-0.1821	-0.6371	0.0536	0.1948	0.0032
C15500	-0.3687	1.0372	0.4246	-0.2701	-0.2983	-0.3912
C15501	0.3350	0.7658	0.9120	0.9598	1.2615	1.7009
C15502	-0.3120	-0.5998	0.1677	-0.7595	-0.3347	-0.1742
C15503	-0.3093	0.0755	-0.0422	-0.5861	-0.5988	0.5832
C15518	1.3912	1.3589	2.4391	2.1543	2.3846	2.6707
C15519	1.0129	1.1304	1.2918	2.4984	2.3276	2.6610
C15520	0.9275	2.3177	1.5698	1.6495	2.1179	2.4861
C15521	-0.3404	0.3220	0.5030	-0.4647	-0.3575	0.4886
C15522	0.5822	0.4454	-0.0590	-0.6164	0.1383	-0.2150
C15523	0.0330	0.0005	0.4020	0.0095	0.1797	0.5463
C15524	-0.3395	0.7332	-0.0068	-0.3981	-0.1844	-0.1318
C15525	-0.0536	-0.1672	0.2557	-0.0505	-0.7837	-0.3342
C15532	-0.0626	0.3902	0.4952	-0.0805	0.0902	0.1448
C15545	-0.0206	-0.1356	-0.2801	0.6918	-0.4254	0.3553
C15547	-0.4213	0.0787	-0.0913	0.4563	-0.6856	-0.0581
C15556	-0.3199	0.0125	0.4323	-0.7680	0.0838	0.6922
C15563	0.2035	-0.4779	0.1293	-0.4755	-0.1895	0.4984
C15567	0.2216	0.0403	-0.2614	-0.4055	-0.0054	0.2731
C15606	-0.1364	0.3801	-0.0760	0.0955	-0.3039	-0.8800
C15607	-0.4394	0.1807	-0.1309	-0.3635	0.1329	0.3951
C15610	1.6929	1.2624	1.1291	2.4098	1.9151	2.4813
C15613	1.9270	1.4810	2.3102	2.1128	1.9345	2.2136
C15614	-1.1876	-2.0711	-1.4525	-1.6718	-2.7588	-2.3595
C15645	0.6221	-0.3291	-0.5144	0.0869	-0.2596	-0.1527
C15646	-0.3028	0.2010	0.1453	-0.0488	0.0452	1.0703
C15647	0.1053	-0.5917	-0.0667	0.0718	0.3329	0.4536
C15650	0.1385	0.2333	-0.1926	0.0212	-0.0795	-0.1352
C15651	-0.0686	-0.0472	0.2891	-0.1642	-0.0313	-0.3434
C15652	0.3092	-0.0509	0.1041	-0.1486	0.1570	0.1375
C15667	0.4856	-0.1893	-0.0222	0.1986	-0.2758	0.3532
C15670	0.3181	0.1417	-0.0534	-0.1971	0.1558	-0.2386
C15672	0.1015	-0.6265	0.0699	0.2210	-0.0908	-0.1352
C15680	-0.2103	0.0712	0.5905	-0.4274	-0.6535	0.0734
C15681	-0.0286	-0.1741	-0.7185	-0.3349	0.1050	-0.4738
C15682	0.0754	0.4936	-0.4149	0.4119	-0.1803	0.1008
C15683	0.1005	0.3829	0.4944	0.2538	-0.0515	-0.2834
C15684	0.4420	0.5763	1.2374	1.4278	1.3647	0.3574
C15685	-1.0729	0.0504	0.2021	0.6447	0.0001	0.4060
C15699	0.1767	-0.1955	-0.5320	-0.4230	-0.1334	0.3234
C15700	-0.4861	0.1402	-0.5323	-0.7247	-0.0343	-0.2567
C15719	-0.3692	-0.0785	0.1304	0.5603	-0.0462	-0.6047
C15767	0.1555	-0.5218	0.0669	0.3294	0.6305	0.2088
C15769	0.3717	-0.2471	0.0890	-0.4064	0.1684	0.5304
C15770	-0.1326	0.0052	-0.0422	-0.0249	0.1089	0.1010
C15772	0.1090	0.3543	-0.0530	0.1378	-0.3075	-0.1822
C15776	0.4529	0.1771	0.1384	-0.0107	-0.5128	0.3743
C15777	-0.3129	-0.8098	-0.4619	-0.2853	0.1913	0.2968
C15780	-0.0289	0.1870	-0.1165	-0.3543	-0.0392	0.1932
C15781	0.0701	0.1473	-0.1461	-0.2578	0.8214	0.0633
C15782	-0.0334	0.1573	-0.1491	-0.4335	-0.3368	0.0844
C15783	0.3213	-0.2007	-0.0912	-0.0514	-0.2426	-0.7629
C15785	-0.4898	-0.0392	-0.0044	-0.1587	-0.4727	0.2370
C15786	0.3972	-0.2530	-0.0815	-0.2559	0.4442	-0.1991
C15787	-1.1705	-0.2395	0.1474	-0.6928	-0.5571	0.1431
C15789	-0.0681	-0.1741	0.0557	0.0325	0.3781	-0.0474
C15790	0.5435	0.4810	0.0099	0.4480	0.0265	-0.3738
C15791	-0.8597	-0.1887	-0.0607	-0.0922	0.0253	-0.4565
C15792	0.2894	-0.3395	-0.4461	0.0860	-0.4868	0.2356
C15793	-0.2510	-0.0507	0.2256	0.1481	0.0553	0.0019
C15794	-0.1264	0.0395	-0.1555	0.1676	-0.2436	-0.1149
C15795	-0.2552	0.0410	-0.2306	0.7717	0.0964	-0.3642
C15796	-0.1844	-0.3441	-0.2118	0.0663	0.0618	0.1472
C15797	0.0107	0.2387	0.3156	0.0976	0.2534	0.0381
C15798	-0.2675	0.2455	-0.3369	0.1578	-0.6816	-0.3034
C15799	-0.1249	-0.5071	-0.1231	-0.7313	0.4829	-1.0463
C15800	-0.9031	-0.1535	-0.0049	0.2701	-0.2099	-0.0803
C15801	0.5468	0.0638	-0.7428	0.4927	-0.2398	-0.1011
C15802	-0.4671	0.3459	-0.4676	-0.3760	-0.0704	-0.1472
C15803	0.3620	-0.3252	0.3241	0.0730	-0.0064	0.0402
C15804	-0.3371	-0.2691	0.3451	0.3286	0.1216	-0.4726
C15805	-0.4979	-0.1083	0.3794	-0.7114	-0.1548	-0.4700
C15806	-0.3968	0.0330	0.1843	-0.3263	-0.0390	-0.1640
C15808	-0.9437	-0.6473	0.6395	-0.4913	0.1039	0.0782
C15809	-0.0123	-0.1042	0.0237	0.1229	0.3962	-0.4006
C15810	0.7628	0.6575	-0.2566	-0.0528	0.2515	-0.5398
C15811	0.4740	-0.6176	0.0564	0.3633	0.0988	-0.4808
C15812	-0.2845	0.2888	-0.1068	-0.0311	-0.1475	0.1735
C15813	-0.8259	0.3358	-0.6372	-0.2849	0.3770	0.4106
C15814	0.0719	0.1071	-0.1608	-0.6000	0.1889	0.4545
C15816	-0.7810	0.3526	-0.1612	-0.0641	-0.1093	0.2679
C15848	1.5108	1.4839	1.7051	2.0467	2.1184	1.8207
C15849	1.2022	1.6066	1.1698	2.0114	2.8369	1.9172
C15850	-1.0829	-1.1908	-1.6434	-1.5238	-2.3362	-2.4559
C15851	-0.6497	0.4606	-0.5127	0.1284	-0.1220	-0.2941
C15852	0.9138	1.0217	1.8376	2.5296	2.3022	2.1094
C15857	0.2098	0.1518	-0.3882	0.0124	0.4322	0.5831
C15858	-0.1155	0.2924	-0.3159	-0.2695	-0.0175	-0.2128
C15859	0.0784	0.1665	0.3287	-0.6194	0.1366	-0.0966
C15867	-0.0168	0.1448	0.0332	0.9605	-0.3232	-0.1175
C15871	-0.5473	-0.5548	-0.7904	-1.2658	-1.0444	-1.2738
C15874	0.0767	1.0988	0.8358	1.2079	1.5297	0.8829
C15877	0.3292	0.2378	0.1345	0.3280	-0.2965	0.0761
C15878	0.4542	0.3486	-0.4711	0.1301	-0.1276	-0.1888
C15879	-0.4284	-0.1279	-0.5901	-0.2166	0.2561	0.4406
C15881	0.1006	0.0976	0.1159	-0.3309	0.2519	-0.2890
C15882	-0.1136	0.1963	0.6870	0.0403	0.5813	-0.0506
C15883	-0.0620	0.0100	0.2690	-0.2852	-0.2331	0.0142
C15884	-0.2606	0.2084	-0.2582	0.0049	0.4996	-0.6716
C15885	0.2283	-1.0695	-1.3651	-1.2860	-1.2683	-1.8158
C15886	-0.4898	0.2857	0.0841	-0.4658	0.4716	-0.6690
C15887	-0.0030	-0.4445	-0.4404	-0.1052	-0.3934	0.0936
C15888	0.1722	0.1310	0.1349	-0.3825	0.2880	0.2258
C15890	0.6622	0.4150	-0.3385	-0.0682	-0.2336	-0.3615
C15891	0.1431	0.0503	0.5602	-0.3944	-0.4430	-0.4754
C15892	-0.0878	0.0812	0.2374	-0.4660	0.0559	0.1321
C15895	0.6014	0.7172	1.0113	0.8873	0.9008	1.1004
C15898	-0.6010	0.0308	-0.5670	0.2817	-0.5364	0.1088
